,id,price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,car_age
13112,45766640,1882.0,442.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,47672.0,4.0,Automatic,Front,4,Left wheel,White,12.0,7.0
13114,45793991,13799.0,658.0,HONDA,Insight,Sedan,No,Hybrid,1.3,65000.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,15.0
13115,45653158,13328.0,1399.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,186005.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,14.0
13116,45804123,28241.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,138015.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
13117,45797714,14740.0,1347.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,66558.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,16.0
13119,45641903,1098.0,1273.0,KIA,Sportage,Jeep,Yes,Petrol,2.4,6216.0,4.0,Automatic,Front,4,Left wheel,Carnelian red,12.0,4.0
13120,45802283,47217.0,1249.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,112523.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,7.0
13123,45808894,10697.0,583.0,CHEVROLET,Aveo,Sedan,Yes,Petrol,1.6,125837.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
13124,45175819,21796.0,481.0,FORD,Fusion,Sedan,No,Hybrid,2.0,18839.0,4.0,Automatic,Front,4,Left wheel,Red,8.0,7.0
13127,45811786,11917.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,73000.0,5.0,Tiptronic,Front,4,Left wheel,Black,12.0,10.0
13128,45767735,20385.0,810.0,VOLKSWAGEN,Passat,Sedan,No,Petrol,1.8,50395.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,8.0
13129,45770105,4861.0,1058.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,128202.0,6.0,Automatic,Rear,4,Left wheel,Black,12.0,12.0
13130,45802221,42152.0,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,61000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,8.0
13131,45782176,17876.0,585.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,267015.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,11.0
13132,45809353,13065.0,447.0,HONDA,FIT,Universal,Yes,Petrol,1.3,39693.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
13135,45809563,19378.0,585.0,HONDA,Civic,Sedan,Yes,Petrol,1.8,170000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
13137,45803581,13799.0,1017.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,305023.0,4.0,Automatic,Front,4,Left wheel,Orange,4.0,7.0
13140,45728368,3920.0,441.0,KIA,Optima,Sedan,Yes,Hybrid,2.4,107618.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,9.0
13143,45804312,29489.0,749.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,74625.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
13144,44319396,9408.0,746.0,TOYOTA,Prius,Hatchback,No,Petrol,1.5,147000.0,4.0,Variator,Front,4,Left wheel,White,10.0,15.0
13146,45804913,18312.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,189414.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
13148,45815907,1568.0,749.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,127906.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,10.0
13149,45636733,15681.0,333.0,SUBARU,XV,Sedan,Yes,Hybrid,2.0,270472.0,4.0,Automatic,4x4,4,Left wheel,White,0.0,10.0
13151,45797108,13589.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,218000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
13153,45567258,7056.0,530.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,312118.0,4.0,Automatic,Front,4,Left wheel,Black,0.0,11.0
13155,45810516,21940.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,160000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
13156,45747977,9095.0,1236.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.3,123000.0,4.0,Automatic,Front,4,Right-hand drive,Green,5.0,13.0
13158,45769434,9408.0,585.0,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,207606.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,11.0
13159,45750740,1725.0,531.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,123653.0,4.0,Automatic,4x4,4,Left wheel,White,12.0,12.0
13160,45798269,17249.0,1079.0,AUDI,A6,Sedan,Yes,Petrol,3.2,138000.0,6.0,Automatic,Front,4,Left wheel,Black,12.0,13.0
13163,45757682,5488.0,690.0,FORD,Fusion,Sedan,Yes,Petrol,1.5,70566.0,4.0,Automatic,Front,4,Left wheel,White,12.0,8.0
13166,45617942,3450.0,1055.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800.0,6.0,Automatic,Rear,4,Left wheel,Grey,12.0,11.0
13171,45781859,17249.0,781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,99000.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,12.0
13172,45797843,18826.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,111232.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
13176,45792364,16308.0,638.0,KIA,Optima,Sedan,Yes,Petrol,2.0,36037.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
13177,45815105,30420.0,891.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.0,23000.0,4.0,Tiptronic,Front,4,Left wheel,Black,8.0,8.0
13179,45599347,18817.0,501.0,FORD,Fusion,Sedan,No,Petrol,1.5,68800.0,4.0,Tiptronic,Front,4,Left wheel,White,12.0,10.0
13182,45806644,5175.0,924.0,TOYOTA,Venza,Jeep,Yes,Petrol,2.7,201570.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,13.0
13183,45804300,23521.0,584.0,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,156682.0,4.0,Automatic,Rear,4,Left wheel,White,0.0,10.0
13184,45729907,27033.0,831.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,137929.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
13185,45646930,10349.0,1018.0,BMW,X5,Jeep,Yes,Diesel,3.0,332243.0,6.0,Automatic,4x4,4,Left wheel,Black,0.0,13.0
13186,45812730,4861.0,1202.0,HONDA,Accord,Sedan,Yes,Petrol,2.4,66366.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,7.0
13187,45744816,5959.0,761.0,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,138749.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
13189,45642365,18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,6.0
13191,45770529,27598.0,891.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,70000.0,4.0,Automatic,Front,4,Left wheel,White,10.0,8.0
13192,45664435,25716.0,915.0,BMW,X5,Jeep,Yes,Diesel,3.0,141384.0,6.0,Automatic,4x4,4,Left wheel,Blue,0.0,10.0
13193,45767331,4547.0,475.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,162190.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,12.0
13195,45415465,12231.0,753.0,KIA,Optima,Sedan,No,Petrol,2.4,92000.0,4.0,Tiptronic,Front,5,Left wheel,White,12.0,12.0
13199,45772768,30734.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,200179.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
13200,45809728,22502.0,502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,93810.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
13202,45426767,13172.0,475.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,95000.0,4.0,Automatic,Rear,4,Left wheel,Silver,12.0,12.0
13203,45812701,11760.0,781.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,43658.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,6.0
13204,45730122,24709.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,54734.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
13206,45733571,42692.0,765.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,59150.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
13207,45732995,22273.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,136500.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
13208,45789945,39829.0,889.0,KIA,Sorento,Jeep,Yes,Diesel,2.0,54541.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
13209,45648138,4077.0,753.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,259934.0,4.0,Automatic,Front,4,Left wheel,Red,0.0,12.0
13210,45813189,4704.0,382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,148709.0,4.0,Automatic,Front,4,Left wheel,Red,12.0,9.0
13211,45809224,15530.0,503.0,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,121430.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
13213,45730821,44166.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,28699.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
13214,45802899,23408.0,836.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,151000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
13215,45804440,22332.0,986.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,140000.0,4.0,Automatic,Front,4,Left wheel,Green,4.0,14.0
13220,45757904,1098.0,934.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,129605.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,9.0
13224,45435648,11290.0,765.0,FORD,Focus,Sedan,No,Petrol,2.0,100000.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,9.0
13227,45781233,25089.0,891.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,161600.0,4.0,Tiptronic,Front,4,Left wheel,White,11.0,8.0
13230,45646885,11133.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
13232,45730161,25591.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,71627.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
13236,45760699,9879.0,382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,115658.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,7.0
13237,45809149,4936.0,447.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,120417.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
13239,45621866,18503.0,749.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,148800.0,4.0,Tiptronic,Front,4,Left wheel,Black,6.0,10.0
13242,45802799,22843.0,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,174712.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
13247,45804815,34240.0,639.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,117436.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
13250,45730889,15458.0,836.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,93238.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
13251,45651139,17562.0,1017.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109608.0,4.0,Automatic,Front,4,Left wheel,White,0.0,7.0
13252,45776053,18817.0,552.0,FORD,Focus,Sedan,No,Petrol,1.0,33600.0,3.0,Automatic,Front,4,Left wheel,Black,8.0,7.0
13253,45803369,13423.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,64666.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
13255,45794242,40456.0,431.0,FORD,Fusion,Sedan,Yes,Plug-in Hybrid,2.0,44445.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,8.0
13257,45763514,2274.0,777.0,MAZDA,616,Jeep,Yes,Petrol,2.5,131179.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
13258,45809491,37301.0,595.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,28792.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,9.0
13259,45802397,19441.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,223603.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
13261,45802653,33243.0,765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,164997.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,9.0
13262,45646046,18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,6.0
13264,45798071,14069.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,112417.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
13265,45665444,21937.0,810.0,NISSAN,Sentra,Sedan,No,Petrol,1.8,19200.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,8.0
13269,45728647,39161.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,105924.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
13270,45773071,2038.0,640.0,VOLKSWAGEN,Scirocco,Sedan,Yes,Petrol,2.0,143720.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,11.0
13274,44959573,11917.0,697.0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.8,89000.0,4.0,Tiptronic,Front,4,Left wheel,Blue,10.0,9.0
13275,45635182,1568.0,639.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,82392.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,10.0
13276,45730067,20592.0,1099.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,225450.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,14.0
13277,44525166,19761.0,862.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,155200.0,4.0,Tiptronic,Front,4,Left wheel,Grey,12.0,13.0
13281,45789848,9948.0,707.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,76640.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
13283,45815107,2352.0,986.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,129170.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,14.0
13284,42199527,26030.0,431.0,KIA,Optima HYBRID,Sedan,No,Hybrid,2.0,75851.0,4.0,Automatic,Front,4,Left wheel,White,10.0,8.0
13285,45644429,3136.0,781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379.0,4.0,Automatic,Front,4,Left wheel,White,12.0,12.0
13288,45793138,37633.0,481.0,KIA,Optima,Sedan,Yes,Hybrid,2.0,26000.0,4.0,Tiptronic,Front,4,Left wheel,White,16.0,7.0
13289,44149646,34497.0,1325.0,TOYOTA,Camry se,Sedan,Yes,Petrol,2.5,19050.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,5.0
13292,45810580,15423.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,229056.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,12.0
13293,45601570,19444.0,777.0,SUBARU,Forester,Jeep,No,Petrol,2.5,81000.0,4.0,Variator,4x4,4,Left wheel,Black,7.0,10.0
13294,45769667,14269.0,1324.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,300366.0,6.0,Automatic,4x4,4,Left wheel,Blue,12.0,14.0
13295,45787844,47042.0,1273.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,90680.0,6.0,Automatic,4x4,4,Left wheel,Black,16.0,9.0
13297,45816086,16308.0,1273.0,HYUNDAI,Santa FE,Sedan,Yes,Petrol,2.4,15149.0,4.0,Automatic,4x4,4,Left wheel,White,12.0,4.0
13299,45429599,22580.0,640.0,FORD,C-MAX,Hatchback,Yes,Plug-in Hybrid,2.0,60000.0,4.0,Automatic,Rear,4,Left wheel,Grey,10.0,11.0
13301,45659687,36692.0,975.0,AUDI,Q5,Jeep,Yes,Petrol,3.2,56000.0,6.0,Tiptronic,4x4,4,Left wheel,White,11.0,12.0
13302,45622885,9722.0,1268.0,TOYOTA,Aqua S,Hatchback,No,Hybrid,1.5,150000.0,4.0,Tiptronic,Front,4,Right-hand drive,Blue,2.0,12.0
13303,45813676,2979.0,919.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,180251.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,12.0
13306,45809885,14884.0,707.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,162001.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
13309,45796993,30583.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,120309.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,10.0
13315,45633841,15994.0,1104.0,BMW,X5,Jeep,Yes,Petrol,3.0,204461.0,6.0,Automatic,4x4,4,Left wheel,White,0.0,9.0
13316,45732653,16308.0,431.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.0,251768.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
13317,45803482,11290.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,292837.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
13319,45810060,16869.0,503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,157000.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
13320,45644471,4861.0,333.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,124493.0,4.0,Automatic,Front,4,Left wheel,White,0.0,10.0
13324,45801368,8938.0,781.0,FORD,Fusion,Sedan,No,Hybrid,2.5,256000.0,4.0,Variator,Front,4,Left wheel,White,8.0,12.0
13325,45770478,22580.0,1051.0,KIA,Optima,Sedan,No,Petrol,2.4,74500.0,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,12.0,8.0
13328,45809301,4861.0,697.0,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,152630.0,4.0,Automatic,Front,4,Left wheel,White,12.0,9.0
13329,45789472,25716.0,777.0,SUBARU,Forester,Jeep,No,Petrol,2.5,50000.0,4.0,Automatic,4x4,4,Left wheel,Silver,6.0,10.0
13330,45760625,8781.0,988.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,154000.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,17.0
13332,45805984,20071.0,585.0,TOYOTA,Prius V,Hatchback,No,Hybrid,1.8,147000.0,4.0,Variator,Front,4,Left wheel,Silver,6.0,11.0
13333,45810582,14834.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,218525.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
13334,45789961,6899.0,1282.0,KIA,Sportage,Jeep,Yes,Diesel,2.0,91232.0,4.0,Automatic,Front,4,Left wheel,White,4.0,17.0
13335,45730185,42987.0,639.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,119950.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
13339,45802821,32340.0,642.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,138013.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
13340,45798177,11368.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,139000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,17.0
13341,45758924,14113.0,475.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,104000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,12.0
13342,45807643,16621.0,1185.0,VOLKSWAGEN,Crafter,Microbus,No,Diesel,2.5,335000.0,5.0,Manual,Rear,4,Left wheel,Beige,6.0,15.0
13343,44703182,21796.0,781.0,TOYOTA,Camry XLE,Sedan,Yes,Hybrid,2.5,98298.0,4.0,Automatic,Front,4,Left wheel,Grey,8.0,12.0
13345,44806340,29793.0,1058.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,56277.0,6.0,Tiptronic,4x4,4,Left wheel,White,12.0,12.0
13347,45804444,32305.0,753.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,88000.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
13349,45309715,19130.0,751.0,HYUNDAI,Sonata LIMITED,Sedan,Yes,Petrol,2.4,107200.0,4.0,Tiptronic,Front,4,Left wheel,Beige,8.0,11.0
13350,45782566,14426.0,1347.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,148800.0,4.0,Automatic,4x4,4,Left wheel,Green,6.0,16.0
13352,45381193,30734.0,831.0,HYUNDAI,Tucson SE,Jeep,No,Petrol,1.6,28897.0,4.0,Automatic,4x4,4,Left wheel,Grey,10.0,7.0
13355,45797163,42218.0,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,96334.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,8.0
13357,45805179,36068.0,1017.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,140004.0,4.0,Automatic,Front,4,Left wheel,Blue,4.0,7.0
13360,45801517,21395.0,730.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,138241.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,8.0
13362,45814855,3920.0,779.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,308694.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,11.0
13363,45800795,18817.0,271.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,89986.0,4.0,Automatic,Front,4,Left wheel,Grey,0.0,10.0
13366,45666415,26030.0,585.0,MERCEDES-BENZ,C 250 1.8,Sedan,Yes,Petrol,1.8,83500.0,4.0,Tiptronic,Rear,4,Left wheel,Grey,12.0,11.0
13368,45779130,16621.0,650.0,VOLKSWAGEN,Jetta SE,Sedan,Yes,Petrol,1.4,76466.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,8.0
13372,45797819,11604.0,781.0,TOYOTA,Camry HYBRID,Sedan,Yes,Hybrid,2.5,87725.0,4.0,Tiptronic,Front,4,Left wheel,Red,10.0,12.0
13373,44087791,22580.0,779.0,VOLKSWAGEN,Passat sel,Sedan,Yes,Petrol,2.5,60000.0,5.0,Tiptronic,Front,4,Left wheel,Black,6.0,11.0
13374,45730747,20297.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,165000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
13375,45770934,29793.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
13376,45788617,13328.0,490.0,HONDA,Insight,Hatchback,No,Hybrid,1.3,172997.0,4.0,Variator,Front,4,Left wheel,Blue,6.0,13.0
13377,45767548,9565.0,1058.0,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,285186.0,6.0,Automatic,Front,4,Left wheel,Grey,12.0,12.0
13380,45801313,13799.0,928.0,OPEL,Astra,Sedan,Yes,Petrol,1.4,185000.0,4.0,Manual,Front,4,Left wheel,Black,10.0,17.0
13381,45797694,19707.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,123000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
13382,44904240,28068.0,1017.0,HYUNDAI,Tucson SE,Jeep,No,Petrol,2.0,31241.0,4.0,Automatic,Front,4,Left wheel,Blue,10.0,7.0
13384,45773361,3763.0,518.0,TOYOTA,Camry,Jeep,Yes,Hybrid,2.5,39741.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,8.0
13386,45810096,34387.0,1091.0,CHEVROLET,Impala,Sedan,Yes,Petrol,2.5,161350.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
13388,45803843,20814.0,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,171996.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
13389,45809916,11992.0,642.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,227073.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
13394,45755034,1882.0,518.0,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,55096.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,8.0
13395,45768365,17249.0,640.0,FORD,C-MAX,Hatchback,No,Hybrid,2.0,204010.0,4.0,Automatic,Front,4,Left wheel,Black,0.0,11.0
13398,45802351,24559.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,68578.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
13400,45809784,26033.0,271.0,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,38311.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,10.0
13401,45809460,3136.0,751.0,CHEVROLET,Equinox,Jeep,Yes,Petrol,2.4,168179.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,11.0
13403,45607934,2901.0,530.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,166013.0,4.0,Automatic,Front,4,Left wheel,White,0.0,11.0
13405,45813507,2666.0,1018.0,BMW,335,Coupe,Yes,Petrol,3.0,69950.0,6.0,Automatic,Rear,2,Left wheel,Blue,12.0,13.0
13408,45732159,29166.0,640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,53240.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,11.0
13409,45690709,10036.0,1267.0,TOYOTA,Aqua S,Hatchback,No,Hybrid,1.5,117000.0,4.0,Automatic,Front,4,Right-hand drive,White,6.0,11.0
13410,45763582,9095.0,867.0,OPEL,Combo,Universal,No,Diesel,1.3,185000.0,4.0,Manual,Front,4,Left wheel,Blue,4.0,17.0
13411,45801408,13589.0,528.0,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,143000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
13412,45809572,25243.0,501.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,28300.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
13413,45732668,12720.0,836.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,111293.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
13419,45816055,3136.0,891.0,HYUNDAI,Elantra,Hatchback,Yes,Petrol,2.0,40464.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,8.0
13423,45766257,2822.0,1024.0,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,136171.0,4.0,Automatic,4x4,4,Left wheel,Black,12.0,14.0
13429,45770645,22894.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,94000.0,4.0,Tiptronic,Front,4,Left wheel,Black,10.0,10.0
13431,45725663,17035.0,707.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,157456.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
